0,0; 11793,875; 11,579893188413925; 11,57762052636129
0,05; 11601,0; 11,649607311737224; 11,622024253731341
0,1; 11354,375; 11,66519199062884; 11,611449257425743
0,15; 11123,25; 11,701418275363638; 11,618736940298508
0,2; 10927,625; 11,720501089840434; 11,614607843137255
0,25; 10741,5; 11,753162696346747; 11,621685975609758
0,3; 10596,375; 11,800474451589375; 11,638625
0,35; 10412,625; 11,805870017605416; 11,614461206896552
0,4; 10272,0; 11,835030601651718; 11,625466346153846
0,45; 10158,5; 11,812095809897619; 11,573114130434782
0,5; 10065,625; 11,8912534750625; 11,630791666666665
0,55; 9886,75; 11,935517355330312; 11,642394736842103
0,6; 9862,125; 11,960824569607125; 11,624566176470589
0,65; 9775,875; 11,971634159321805; 11,6243359375
0,7; 9671,25; 12,029578277214704; 11,655758333333333
0,75; 9583,0; 12,023948540177695; 11,61800892857143
0,8; 9535,0; 12,065732219894972; 11,626884615384617
0,85; 9395,0; 12,07274053255761; 11,581927083333333
0,9; 9362,25; 12,112471248761386; 11,64428125
0,95; 9259,625; 12,231383080618178; 11,693875
1,0; 9161,0; 12,161049062487608; 11,649999999999999
